id,city,district,province,type,bedrooms,created_at,price_$,latitude,longitude,bathrooms,size_m2
215,Ballouneh,Kesrouane,Mount Lebanon,Shop,1,2025-03-16 14:47:40.376635+00,150000,33.9808,35.6856,0,86
216,Kornet Chehwan,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:40.467959+00,390000,33.9006,35.6178,3,220
217,Aabrine,Batroun,North,Land,0,2025-03-16 14:47:40.56496+00,80000,34.2556,35.6586,0,816
218,Bsalim,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:47:40.66143+00,350000,33.9006,35.6178,4,250
219,Jdeideh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:40.775766+00,280000,33.9006,35.6178,3,220
220,Bsalim,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:40.875318+00,200000,33.9006,35.6178,3,180
221,Bsalim,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:40.964007+00,240000,33.9006,35.6178,4,165
222,Tabarja,Kesrouane,Mount Lebanon,Chalet,1,2025-03-16 14:47:41.074555+00,130000,33.9808,35.6856,0,40
223,Maaysra,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:41.179189+00,149000,33.9808,35.6856,4,165
224,Maaysra,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:41.269152+00,158000,33.9808,35.6856,4,165
225,Maaysra,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:41.366839+00,166000,33.9808,35.6856,4,165
226,Beit el Chaar,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:41.475698+00,325000,33.9006,35.6178,4,200
227,Beit el Chaar,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:41.576312+00,300000,33.9006,35.6178,4,200
228,Kfar Aabida,Batroun,North,Apartment,2,2025-03-16 14:47:41.68597+00,480000,34.2556,35.6586,3,320
229,Jal el Dib,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:47:41.799141+00,200000,33.9006,35.6178,2,170
230,Biyada,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:41.923663+00,800000,33.9006,35.6178,3,400
231,Kornet Chehwan,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:42.013652+00,550000,33.9006,35.6178,4,360
232,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:47:42.105795+00,490000,33.8886,35.4955,3,220
233,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:47:42.202438+00,300000,33.8886,35.4955,2,170
234,Bouchrieh,El Metn,Mount Lebanon,Shop,3,2025-03-16 14:47:42.316235+00,900000,33.9006,35.6178,0,650
235,Bouchrieh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:42.433658+00,125000,33.9006,35.6178,2,125
236,Bouchrieh,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:47:42.562157+00,120000,33.9006,35.6178,2,110
237,Qannabet Broumana,El Metn,Mount Lebanon,Land,0,2025-03-16 14:47:42.720861+00,420000,33.9006,35.6178,0,500
238,Mar Chaaya,El Metn,Mount Lebanon,Land,0,2025-03-16 14:47:42.823336+00,550000,33.9006,35.6178,0,867
239,Ghadir,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:42.96162+00,215000,33.9808,35.6856,3,210
240,Laqlouq,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:43.071531+00,150000,34.1236,35.6455,0,1756
241,Zouk Mikael,Kesrouane,Mount Lebanon,Warehouse,1,2025-03-16 14:47:43.169154+00,800000,33.9808,35.6856,0,1430
242,Achrafieh,Beirut,Beirut,Apartment,1,2025-03-16 14:47:43.260517+00,240000,33.8886,35.4955,1,75
243,Achrafieh,Beirut,Beirut,Apartment,2,2025-03-16 14:47:43.36472+00,320000,33.8886,35.4955,2,102
244,Achrafieh,Beirut,Beirut,Apartment,2,2025-03-16 14:47:43.471501+00,325000,33.8886,35.4955,2,105
245,Zouk Mosbeh,Kesrouane,Mount Lebanon,Shop,1,2025-03-16 14:47:43.79768+00,200000,33.9808,35.6856,0,100
246,Baabdat,El Metn,Mount Lebanon,Residential Building,3,2025-03-16 14:47:43.904831+00,565000,33.9006,35.6178,3,865
247,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:44.165403+00,120000,33.9808,35.6856,2,180
248,kfarhbeib,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:47:44.352086+00,900000,33.9808,35.6856,0,1281
249,Achrafieh,Beirut,Beirut,Office,0,2025-03-16 14:47:44.506059+00,1300000,33.8886,35.4955,0,525
250,Sarba,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:44.59727+00,400000,33.9808,35.6856,3,370
251,Ghadir,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:47:44.698052+00,200000,33.9808,35.6856,4,230
252,Edde,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:47:44.796802+00,129000,34.1236,35.6455,2,140
253,Biyada,El Metn,Mount Lebanon,Land,0,2025-03-16 14:47:44.892469+00,1100000,33.9006,35.6178,0,1131
254,Batroun,Batroun,North,Apartment,2,2025-03-16 14:47:45.016497+00,140000,34.2556,35.6586,2,90
255,Ain Alak,El Metn,Mount Lebanon,Land,0,2025-03-16 14:47:45.106765+00,1200000,33.9006,35.6178,0,1640
256,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:45.199336+00,300000,33.9808,35.6856,3,171
257,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:45.334813+00,300000,33.9808,35.6856,3,180
258,Adma,Kesrouane,Mount Lebanon,Residential Building,0,2025-03-16 14:47:45.431211+00,3800000,33.9808,35.6856,0,1100
259,Laqlouq,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:45.529104+00,700000,34.1236,35.6455,0,7000
260,Jbeil,Jbeil,Mount Lebanon,Factory,2,2025-03-16 14:47:45.647307+00,750000,34.1236,35.6455,0,500
261,Jbeil,Jbeil,Mount Lebanon,Residential Building,0,2025-03-16 14:47:45.757684+00,1000000,34.1236,35.6455,0,1200
262,Bsalim,El Metn,Mount Lebanon,Land,0,2025-03-16 14:47:45.847216+00,1729000,33.9006,35.6178,0,2470
263,Elissar,El Metn,Mount Lebanon,Shop,0,2025-03-16 14:47:45.964934+00,3000000,33.9006,35.6178,0,440
264,Safra,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:47:46.097998+00,90000,33.9808,35.6856,2,105
265,Baabda,Baabda,Mount Lebanon,Apartment,3,2025-03-16 14:47:46.194939+00,780000,33.8333,35.5442,5,350
266,Bchelli,Jbeil,Mount Lebanon,House/Villa,3,2025-03-16 14:47:46.337209+00,500000,34.1236,35.6455,5,300
267,Blat,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:46.457261+00,950000,34.1236,35.6455,0,6500
268,Baabda,Baabda,Mount Lebanon,Land,0,2025-03-16 14:47:46.563078+00,2100000,33.8333,35.5442,0,1416
269,Ghadir,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:47:46.655718+00,300000,33.9808,35.6856,4,360
270,Bsalim,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:47:46.887412+00,475000,33.9006,35.6178,6,550
271,Tilal Ain Saade,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:47:47.018192+00,171250,33.9006,35.6178,2,137
272,Baabdat,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:47:47.138685+00,240000,33.9006,35.6178,2,138
273,Baabdat,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:47.394539+00,325000,33.9006,35.6178,3,176
274,Achrafieh,Beirut,Beirut,Apartment,2,2025-03-16 14:47:47.502163+00,550000,33.8886,35.4955,2,123
275,Zaarour,El Metn,Mount Lebanon,Land,0,2025-03-16 14:47:47.59916+00,185000,33.9006,35.6178,0,1230
276,Maameltein,Kesrouane,Mount Lebanon,Apartment,1,2025-03-16 14:47:47.726495+00,82000,33.9808,35.6856,0,50
277,Adonis,Kesrouane,Mount Lebanon,Shop,1,2025-03-16 14:47:47.838687+00,160000,33.9808,35.6856,0,90
278,Nahr Ibrahim,Jbeil,Mount Lebanon,Shop,1,2025-03-16 14:47:47.951028+00,400000,34.1236,35.6455,0,500
279,Ghazir,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:47:48.046897+00,350000,33.9808,35.6856,0,628
280,Jal el Dib,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:47:48.159822+00,140000,33.9006,35.6178,2,115
281,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:48.260881+00,400000,33.9808,35.6856,3,200
282,Batroun,Batroun,North,Land,0,2025-03-16 14:47:48.350415+00,510000,34.2556,35.6586,0,1900
283,Dbayeh,El Metn,Mount Lebanon,Land,0,2025-03-16 14:47:48.46194+00,714000,33.9006,35.6178,0,1020
284,Chikhane,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:48.565146+00,300000,34.1236,35.6455,0,3236
285,Aamchit,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:47:48.659395+00,110000,34.1236,35.6455,2,160
286,Tilal Ain Saade,El Metn,Mount Lebanon,Apartment,5,2025-03-16 14:47:48.758773+00,410000,33.9006,35.6178,5,420
287,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:47:48.860135+00,350000,33.8886,35.4955,3,190
288,Fakra,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:47:48.966256+00,450000,33.9808,35.6856,0,583
289,Ouyoun Al Simen,Kesrouane,Mount Lebanon,Chalet,3,2025-03-16 14:47:49.071992+00,300000,33.9808,35.6856,2,100
290,Ouyoun Al Simen,Kesrouane,Mount Lebanon,Chalet,2,2025-03-16 14:47:49.165707+00,450000,33.9808,35.6856,2,150
291,Klayaat,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:47:49.276016+00,320000,33.9808,35.6856,0,1390
292,Tilal Ain Saade,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:49.4274+00,302500,33.9006,35.6178,4,194
293,Tilal Ain Saade,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:49.519112+00,242500,33.9006,35.6178,4,194
294,Tilal Ain Saade,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:49.618262+00,412500,33.9006,35.6178,5,330
295,Tilal Ain Saade,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:49.707517+00,175000,33.9006,35.6178,3,140
296,Adma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:49.805998+00,210000,33.9808,35.6856,4,187
297,Jbeil,Jbeil,Mount Lebanon,Warehouse,1,2025-03-16 14:47:49.91228+00,115000,34.1236,35.6455,0,300
298,Zouk Mikael,Kesrouane,Mount Lebanon,Shop,1,2025-03-16 14:47:50.019475+00,400000,33.9808,35.6856,0,300
299,Lehfed,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:50.11888+00,135000,34.1236,35.6455,0,1770
300,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:50.228246+00,425000,33.9808,35.6856,4,300
301,Aamchit,Jbeil,Mount Lebanon,Residential Building,4,2025-03-16 14:47:50.333753+00,125000,34.1236,35.6455,4,248
302,Gherfine,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:47:50.435546+00,125000,34.1236,35.6455,2,125
303,Jbeil,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:47:50.534587+00,130000,34.1236,35.6455,2,100
304,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:50.628733+00,350000,33.9808,35.6856,4,300
305,Adma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:50.727632+00,370000,33.9808,35.6856,4,220
306,Adma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:50.829015+00,390000,33.9808,35.6856,4,211
307,Adma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:50.931161+00,390000,33.9808,35.6856,4,205
308,Adma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:51.039235+00,375000,33.9808,35.6856,4,208
309,Jounieh,Kesrouane,Mount Lebanon,Commercial Building,0,2025-03-16 14:47:51.147157+00,3500000,33.9808,35.6856,0,2000
310,Chikhane,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:51.248428+00,560000,34.1236,35.6455,0,1600
311,Monteverde,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:51.343596+00,375000,33.9006,35.6178,4,230
312,Laqlouq,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:51.436582+00,405000,34.1236,35.6455,0,4756
313,Aamchit,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:47:51.533827+00,58000,34.1236,35.6455,1,101
314,Batroun,Batroun,North,Land,0,2025-03-16 14:47:51.624829+00,330000,34.2556,35.6586,0,3746
315,Nahr El Mot,El Metn,Mount Lebanon,Warehouse,0,2025-03-16 14:47:51.719697+00,420000,33.9006,35.6178,0,327
316,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:47:51.816293+00,425000,33.8886,35.4955,2,190
317,Achrafieh,Beirut,Beirut,Apartment,2,2025-03-16 14:47:51.900714+00,320000,33.8886,35.4955,3,100
318,Batroun,Batroun,North,Apartment,3,2025-03-16 14:47:51.987979+00,168000,34.2556,35.6586,3,140
319,Batroun,Batroun,North,Apartment,2,2025-03-16 14:47:52.086686+00,130000,34.2556,35.6586,2,109
320,Ras Beirut,Beirut,Beirut,Land,0,2025-03-16 14:47:52.189341+00,5000000,33.8886,35.4955,0,840
321,Halat,Jbeil,Mount Lebanon,Chalet,2,2025-03-16 14:47:52.300817+00,400000,34.1236,35.6455,2,125
322,Halat,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:52.39777+00,280000,34.1236,35.6455,0,944
323,Mechmech,Jbeil,Mount Lebanon,House/Villa,3,2025-03-16 14:47:52.490995+00,260000,34.1236,35.6455,4,267
324,Ghedras,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:47:52.580774+00,170000,33.9808,35.6856,0,550
325,Dik El Mehdi,El Metn,Mount Lebanon,Apartment,5,2025-03-16 14:47:52.681193+00,300000,33.9006,35.6178,6,330
326,Safra,Kesrouane,Mount Lebanon,Chalet,1,2025-03-16 14:47:52.771145+00,130000,33.9808,35.6856,1,60
327,Ain Saadeh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:52.877657+00,415000,33.9006,35.6178,5,230
328,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:47:52.979926+00,1200000,33.8886,35.4955,4,300
329,Zaarour,El Metn,Mount Lebanon,Chalet,3,2025-03-16 14:47:53.088323+00,200000,33.9006,35.6178,2,120
330,Jdayel,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:47:53.198231+00,155000,34.1236,35.6455,3,165
331,Ghazir,Kesrouane,Mount Lebanon,Office,3,2025-03-16 14:47:53.298955+00,250000,33.9808,35.6856,0,140
332,Naccache,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:53.443996+00,285000,33.9006,35.6178,3,209
333,Dbayeh,El Metn,Mount Lebanon,Land,0,2025-03-16 14:47:53.649385+00,350000,33.9006,35.6178,0,495
334,Achrafieh,Beirut,Beirut,Shop,1,2025-03-16 14:47:53.741677+00,450000,33.8886,35.4955,0,100
335,Adma,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:47:53.834315+00,400000,33.9808,35.6856,0,1156
336,Tilal Ain Saade,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:53.943731+00,162000,33.9006,35.6178,3,170
337,Edde,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:54.047025+00,600000,34.1236,35.6455,0,2080
338,Azra,Kesrouane,Mount Lebanon,Commercial Building,0,2025-03-16 14:47:54.147502+00,250000,33.9808,35.6856,0,1200
339,Achrafieh,Beirut,Beirut,Apartment,4,2025-03-16 14:47:54.262378+00,1025000,33.8886,35.4955,3,320
340,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:47:54.535795+00,690000,33.8886,35.4955,3,230
341,Jbeil,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:54.649648+00,300000,34.1236,35.6455,0,7620
342,Mansourieh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:54.770522+00,155000,33.9006,35.6178,3,155
343,Chikhane,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:54.858819+00,150000,34.1236,35.6455,0,995
344,Qannabet Broumana,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:54.955814+00,675000,33.9006,35.6178,5,300
345,Ras Beirut,Beirut,Beirut,Apartment,4,2025-03-16 14:47:55.066595+00,849000,33.8886,35.4955,3,274
346,Badaro,Beirut,Beirut,Apartment,3,2025-03-16 14:47:55.180263+00,400000,33.8886,35.4955,2,211
347,Laqlouq,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:55.277219+00,280000,34.1236,35.6455,0,2800
348,Shayle,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:47:55.411718+00,340000,33.9808,35.6856,0,851
349,Down Town,Beirut,Beirut,Apartment,2,2025-03-16 14:47:55.571055+00,975000,33.8886,35.4955,4,195
350,Ghazir,Kesrouane,Mount Lebanon,House/Villa,4,2025-03-16 14:47:55.678844+00,450000,33.9808,35.6856,3,410
351,Hboub,Jbeil,Mount Lebanon,Shop,1,2025-03-16 14:47:55.777789+00,350000,34.1236,35.6455,0,730
352,Mechmech,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:55.872928+00,75000,34.1236,35.6455,0,1034
353,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:47:55.956433+00,450000,33.8886,35.4955,3,240
354,Jbeil,Jbeil,Mount Lebanon,Shop,1,2025-03-16 14:47:56.079864+00,220000,34.1236,35.6455,0,105
355,Zikrit,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:47:56.181059+00,150000,33.9006,35.6178,3,180
356,Aabeidat,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:56.287815+00,250000,34.1236,35.6455,0,2735
357,Jbeil,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:56.385309+00,850000,34.1236,35.6455,0,853
358,Kfaryassine,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:47:56.484169+00,360000,33.9808,35.6856,3,200
359,Mar Takla,Baabda,Mount Lebanon,Apartment,3,2025-03-16 14:47:56.628567+00,725000,33.8333,35.5442,4,320
360,Azra,Kesrouane,Mount Lebanon,Commercial Building,0,2025-03-16 14:47:56.726826+00,500000,33.9808,35.6856,0,1500
361,Laqlouq,Jbeil,Mount Lebanon,Chalet,1,2025-03-16 14:47:56.862101+00,142000,34.1236,35.6455,1,71
362,Laqlouq,Jbeil,Mount Lebanon,Chalet,1,2025-03-16 14:47:57.02454+00,135000,34.1236,35.6455,1,68
363,Laqlouq,Jbeil,Mount Lebanon,Chalet,1,2025-03-16 14:47:57.154012+00,115000,34.1236,35.6455,1,67
364,Laqlouq,Jbeil,Mount Lebanon,Chalet,1,2025-03-16 14:47:57.258008+00,135000,34.1236,35.6455,1,68
365,Blat,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:47:57.374913+00,90000,34.1236,35.6455,2,160
366,Bnichaai,Zgharta,North,House/Villa,5,2025-03-16 14:47:57.488484+00,990000,34.3314,35.8958,6,445
367,Dekweneh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:57.644338+00,135000,33.9006,35.6178,2,190
368,Yarzeh,Baabda,Mount Lebanon,Apartment,3,2025-03-16 14:47:57.744391+00,990000,33.8333,35.5442,5,295
369,Yarzeh,Baabda,Mount Lebanon,Apartment,3,2025-03-16 14:47:57.84417+00,835000,33.8333,35.5442,5,255
370,Yarzeh,Baabda,Mount Lebanon,Apartment,3,2025-03-16 14:47:57.944571+00,700000,33.8333,35.5442,5,255
371,Biyada,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:58.191252+00,580000,33.9006,35.6178,4,300
372,Broumana,El Metn,Mount Lebanon,Apartment,1,2025-03-16 14:47:58.286713+00,500000,33.9006,35.6178,2,180
373,Dahr El Sawan,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:58.500589+00,230000,33.9006,35.6178,4,240
374,Mar Chaaya,El Metn,Mount Lebanon,Land,0,2025-03-16 14:47:58.734953+00,780000,33.9006,35.6178,0,2650
375,Ghbale,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:47:58.901948+00,100000,33.9808,35.6856,0,1500
376,Kaslik,Kesrouane,Mount Lebanon,Shop,1,2025-03-16 14:47:59.261461+00,125000,33.9808,35.6856,0,100
377,Qartaba,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:59.359548+00,825000,34.1236,35.6455,0,55000
378,Dbayeh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:47:59.47899+00,800000,33.9006,35.6178,4,300
379,Baabdat,El Metn,Mount Lebanon,House/Villa,0,2025-03-16 14:47:59.583285+00,850000,33.9006,35.6178,0,1050
380,Zaarour,El Metn,Mount Lebanon,Land,0,2025-03-16 14:47:59.670153+00,220000,33.9006,35.6178,0,980
381,Zouk Mikael,Kesrouane,Mount Lebanon,Warehouse,2,2025-03-16 14:47:59.764939+00,250000,33.9808,35.6856,0,500
382,Fakra,Kesrouane,Mount Lebanon,Chalet,3,2025-03-16 14:47:59.851208+00,600000,33.9808,35.6856,3,200
383,Ehmej,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:47:59.953453+00,280000,34.1236,35.6455,0,1400
384,Aamchit,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:48:00.062427+00,55000,34.1236,35.6455,2,85
385,Baabda,Baabda,Mount Lebanon,Apartment,3,2025-03-16 14:48:00.154859+00,650000,33.8333,35.5442,5,270
386,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:48:00.252001+00,135000,33.9808,35.6856,2,105
387,Halat,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:48:00.339888+00,175000,34.1236,35.6455,3,240
388,Jeita,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:48:00.44833+00,300000,33.9808,35.6856,3,165
389,Badaro,Beirut,Beirut,Apartment,3,2025-03-16 14:48:00.548575+00,500000,33.8886,35.4955,3,185
390,Al Jamhour,Baabda,Mount Lebanon,Apartment,3,2025-03-16 14:48:00.63932+00,535000,33.8333,35.5442,3,320
391,Mansourieh,El Metn,Mount Lebanon,Office,1,2025-03-16 14:48:00.737711+00,70000,33.9006,35.6178,0,65
392,Mansourieh,El Metn,Mount Lebanon,House/Villa,5,2025-03-16 14:48:00.845683+00,1100000,33.9006,35.6178,7,1000
393,Sarba,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:48:00.940506+00,88000,33.9808,35.6856,2,100
394,Achrafieh,Beirut,Beirut,Apartment,4,2025-03-16 14:48:01.042825+00,1500000,33.8886,35.4955,6,379
395,Kfar Kida,Jbeil,Mount Lebanon,House/Villa,2,2025-03-16 14:48:01.238921+00,450000,34.1236,35.6455,4,500
396,Anfe,Koura,North,Commercial Building,2,2025-03-16 14:48:01.343757+00,600000,34.3294,35.7931,0,600
397,Broumana,El Metn,Mount Lebanon,Land,0,2025-03-16 14:48:01.440678+00,400000,33.9006,35.6178,0,1100
398,Aatchane,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:48:01.552201+00,182000,33.9006,35.6178,3,140
399,Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:48:01.64779+00,420000,33.9006,35.6178,4,265
400,Bteghrine,El Metn,Mount Lebanon,Land,0,2025-03-16 14:48:01.760461+00,300000,33.9006,35.6178,0,1700
401,Jouret Al Ballout,El Metn,Mount Lebanon,Land,0,2025-03-16 14:48:01.856047+00,500000,33.9006,35.6178,0,1000
402,Antelias,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:48:01.955366+00,250000,33.9006,35.6178,2,155
403,Batroun,Batroun,North,House/Villa,4,2025-03-16 14:48:02.04295+00,850000,34.2556,35.6586,4,1000
404,Hboub,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:48:02.15913+00,275000,34.1236,35.6455,3,300
405,Rabieh,El Metn,Mount Lebanon,Land,0,2025-03-16 14:48:02.343224+00,1400000,33.9006,35.6178,0,940
406,Naccache,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:48:02.436651+00,250000,33.9006,35.6178,3,240
407,Biakout,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:48:02.530775+00,115000,33.9006,35.6178,2,135
408,Jdeideh,El Metn,Mount Lebanon,Office,1,2025-03-16 14:48:02.62498+00,320000,33.9006,35.6178,0,135
409,Achrafieh,Beirut,Beirut,Office,0,2025-03-16 14:48:02.735669+00,1300000,33.8886,35.4955,0,400
410,Naccache,El Metn,Mount Lebanon,Land,0,2025-03-16 14:48:02.828993+00,2500000,33.9006,35.6178,0,932
411,Beit Chabeb,El Metn,Mount Lebanon,Apartment,6,2025-03-16 14:48:02.917517+00,2200000,33.9006,35.6178,4,1000
412,Halat,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:48:03.025376+00,378000,34.1236,35.6455,0,1260
413,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:48:03.155058+00,350000,33.8886,35.4955,3,150
414,Achrafieh,Beirut,Beirut,Apartment,4,2025-03-16 14:48:03.256524+00,700000,33.8886,35.4955,4,350
415,Edde,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:48:03.361755+00,160000,34.1236,35.6455,3,151
416,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:48:03.466933+00,235000,33.9808,35.6856,3,185
417,Safra,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:48:03.564815+00,140000,33.9808,35.6856,3,165
418,Klayaat,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:48:03.701159+00,150000,33.9808,35.6856,0,590
419,Halat,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:48:03.807963+00,320000,34.1236,35.6455,0,1063
420,Bikfaya,El Metn,Mount Lebanon,House/Villa,2,2025-03-16 14:48:03.915997+00,1800000,33.9006,35.6178,3,1250
421,Hazmieh,Baabda,Mount Lebanon,Apartment,3,2025-03-16 14:48:04.005192+00,250000,33.8333,35.5442,2,150
422,Adonis,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:48:04.192+00,140000,33.9808,35.6856,3,200
423,Aamchit,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:48:04.285458+00,193000,34.1236,35.6455,0,962
424,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:48:04.377944+00,130000,33.9808,35.6856,3,177
425,Dbayeh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:48:04.486627+00,430000,33.9006,35.6178,5,210
426,Mansourieh,El Metn,Mount Lebanon,Land,0,2025-03-16 14:48:04.581229+00,300000,33.9006,35.6178,0,300
427,Deir Al Qamar,Chouf,Mount Lebanon,Land,0,2025-03-16 14:48:04.670082+00,350000,33.6947,35.5792,0,7500
428,Baabdat,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:48:04.809782+00,330000,33.9006,35.6178,3,202
429,Qortada,El Metn,Mount Lebanon,House/Villa,2,2025-03-16 14:48:04.898245+00,300000,33.9006,35.6178,2,1100
430,Ain Al Remmane,Baabda,Mount Lebanon,Apartment,3,2025-03-16 14:48:05.004193+00,475000,33.8333,35.5442,4,230
